pressure,temperature,mass-fraction-water,density,x-velocity,y-velocity,z-velocity,x,y,z,Cell Type
2.74E+06,3.00E+02,9.93E-01,8.16E+02,1.63E+00,13.4,-1.36E+00,7.00E-03,-1.15E-02,4.33E-04,5
2.74E+06,3.00E+02,9.93E-01,8.14E+02,1.58E+00,13,-1.33E+00,6.99E-03,-1.15E-02,4.54E-04,5
2.74E+06,3.00E+02,9.93E-01,8.26E+02,1.48E+00,13,-1.35E+00,6.97E-03,-1.15E-02,4.52E-04,5
2.74E+06,3.00E+02,9.89E-01,7.43E+02,1.44E+00,13.5,-1.53E+00,6.96E-03,-1.15E-02,4.16E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.32E+00,11.7,-7.29E-01,6.97E-03,-1.15E-02,5.70E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,4.10E-01,12.5,-8.06E-01,6.83E-03,-1.15E-02,5.15E-04,5
2.74E+06,3.00E+02,1.00E+00,9.94E+02,1.86E-01,12.3,-8.77E-01,6.79E-03,-1.15E-02,5.06E-04,5
2.74E+06,3.00E+02,9.98E-01,9.46E+02,1.39E+00,11.9,-1.14E+00,7.02E-03,-1.15E-02,5.29E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-3.66E-01,11.9,-6.90E-01,6.74E-03,-1.15E-02,5.00E-04,5
2.74E+06,3.00E+02,9.99E-01,9.75E+02,1.38E+00,11.7,-8.90E-01,6.98E-03,-1.15E-02,5.55E-04,5
2.74E+06,3.00E+02,9.97E-01,9.09E+02,1.41E+00,12.5,-1.22E+00,6.95E-03,-1.15E-02,4.85E-04,5
2.74E+06,3.00E+02,9.93E-01,8.23E+02,1.74E+00,13,-1.22E+00,7.03E-03,-1.15E-02,4.45E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.08E+00,11.6,-5.17E-01,6.94E-03,-1.15E-02,5.87E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.01E+00,12.1,-7.73E-01,6.89E-03,-1.15E-02,5.41E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.08E+00,12.2,-9.28E-01,6.89E-03,-1.15E-02,5.20E-04,5
2.74E+06,3.00E+02,9.95E-01,8.61E+02,1.45E+00,12.2,-1.15E+00,7.00E-03,-1.15E-02,5.04E-04,5
2.74E+06,3.00E+02,9.98E-01,9.33E+02,1.45E+00,12,-1.08E+00,7.00E-03,-1.15E-02,5.22E-04,5
2.74E+06,3.00E+02,9.97E-01,9.15E+02,1.16E+00,12.4,-1.25E+00,6.90E-03,-1.15E-02,4.90E-04,5
2.74E+06,3.00E+02,9.93E-01,8.13E+02,1.32E+00,12.7,-1.36E+00,6.92E-03,-1.15E-02,4.64E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,3.87E-01,12.2,-5.84E-01,6.83E-03,-1.15E-02,5.50E-04,5
2.74E+06,3.00E+02,9.94E-01,8.52E+02,1.45E+00,12.7,-1.31E+00,6.95E-03,-1.15E-02,4.66E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-1.96E-01,12,-8.89E-01,6.75E-03,-1.15E-02,4.66E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.17E+00,11.9,-6.44E-01,6.91E-03,-1.15E-02,5.55E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,-6.16E-01,11.4,-5.29E-01,6.69E-03,-1.15E-02,4.95E-04,5
2.74E+06,3.00E+02,9.93E-01,8.24E+02,1.58E+00,13.8,-1.49E+00,6.99E-03,-1.15E-02,3.93E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,-2.39E-01,12.1,-7.32E-01,6.76E-03,-1.15E-02,5.07E-04,5
2.74E+06,3.00E+02,1.00E+00,9.83E+02,1.27E+00,12.2,-1.06E+00,6.93E-03,-1.15E-02,5.11E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,-8.39E-03,12.2,-8.95E-01,6.77E-03,-1.15E-02,4.76E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.27E+00,11.9,-7.90E-01,6.93E-03,-1.15E-02,5.49E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-5.38E-01,11.6,-6.26E-01,6.71E-03,-1.15E-02,4.93E-04,5
2.74E+06,3.00E+02,9.94E-01,8.46E+02,1.50E+00,12.3,-1.20E+00,7.02E-03,-1.15E-02,4.97E-04,5
2.74E+06,3.00E+02,9.88E-01,7.32E+02,1.39E+00,13.2,-1.45E+00,6.94E-03,-1.15E-02,4.38E-04,5
2.74E+06,3.00E+02,9.96E-01,8.87E+02,1.45E+00,12.3,-1.17E+00,6.97E-03,-1.15E-02,4.97E-04,5
2.74E+06,3.00E+02,9.99E-01,9.80E+02,9.40E-01,12.5,-1.21E+00,6.87E-03,-1.15E-02,4.88E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,3.49E-01,12.2,-3.26E-01,6.83E-03,-1.15E-02,5.70E-04,5
2.74E+06,3.00E+02,1.00E+00,9.94E+02,1.20E+00,11.7,-6.49E-01,6.95E-03,-1.15E-02,5.68E-04,5
2.74E+06,3.00E+02,9.95E-01,8.77E+02,1.78E+00,13.1,-1.20E+00,7.06E-03,-1.15E-02,4.39E-04,5
2.74E+06,3.00E+02,9.93E-01,8.22E+02,1.67E+00,13.8,-1.38E+00,7.02E-03,-1.15E-02,3.90E-04,5
2.74E+06,3.00E+02,9.91E-01,7.87E+02,1.55E+00,13.6,-1.46E+00,6.99E-03,-1.15E-02,4.13E-04,5
2.74E+06,3.00E+02,9.93E-01,8.23E+02,1.61E+00,12.7,-1.23E+00,7.00E-03,-1.15E-02,4.72E-04,5
2.74E+06,3.00E+02,9.94E-01,8.48E+02,1.51E+00,12.4,-1.20E+00,6.99E-03,-1.15E-02,4.91E-04,5
2.74E+06,3.00E+02,9.94E-01,8.47E+02,1.70E+00,12.7,-1.17E+00,7.07E-03,-1.15E-02,4.57E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,2.38E-01,12.4,-9.23E-01,6.81E-03,-1.15E-02,5.00E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,2.16E-02,12.2,-8.98E-01,6.77E-03,-1.15E-02,4.95E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,4.77E-01,12.1,-3.04E-01,6.84E-03,-1.15E-02,5.82E-04,5
2.74E+06,3.00E+02,9.92E-01,8.01E+02,1.35E+00,12.8,-1.40E+00,6.94E-03,-1.15E-02,4.56E-04,5
2.74E+06,3.00E+02,9.88E-01,7.37E+02,1.45E+00,13.3,-1.45E+00,6.96E-03,-1.15E-02,4.34E-04,5
2.74E+06,3.00E+02,9.96E-01,9.01E+02,1.09E+00,12.5,-1.22E+00,6.89E-03,-1.15E-02,4.81E-04,5
2.74E+06,3.00E+02,9.92E-01,8.12E+02,1.52E+00,12.3,-1.19E+00,7.06E-03,-1.15E-02,4.94E-04,5
2.74E+06,3.00E+02,9.99E-01,9.60E+02,1.37E+00,11.9,-1.01E+00,6.98E-03,-1.15E-02,5.33E-04,5
2.74E+06,3.00E+02,1.00E+00,9.87E+02,1.40E+00,12,-1.04E+00,6.96E-03,-1.15E-02,5.21E-04,5
2.74E+06,3.00E+02,1.00E+00,9.95E+02,4.46E-01,12.3,-6.63E-01,6.82E-03,-1.15E-02,5.36E-04,5
2.74E+06,3.00E+02,9.93E-01,8.31E+02,1.76E+00,13.6,-1.31E+00,7.03E-03,-1.15E-02,4.07E-04,5
2.74E+06,3.00E+02,9.98E-01,9.39E+02,1.29E+00,12.5,-1.25E+00,6.92E-03,-1.15E-02,4.81E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-5.02E-01,11.7,-6.31E-01,6.72E-03,-1.15E-02,5.08E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.23E+00,12.2,-1.06E+00,6.90E-03,-1.15E-02,5.09E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.01E+00,11.9,-4.68E-01,6.90E-03,-1.15E-02,5.77E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.04E+00,11.7,-4.29E-01,6.92E-03,-1.15E-02,5.90E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,1.31E+00,12,-9.58E-01,6.94E-03,-1.15E-02,5.27E-04,5
2.74E+06,3.00E+02,9.98E-01,9.43E+02,1.33E+00,12.4,-1.20E+00,6.93E-03,-1.15E-02,4.92E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-3.38E-01,11.8,-8.28E-01,6.74E-03,-1.15E-02,4.79E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-4.22E-01,11.7,-6.99E-01,6.72E-03,-1.15E-02,4.75E-04,5
2.74E+06,3.00E+02,9.96E-01,8.86E+02,7.86E-02,12.6,-5.77E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.74E+06,3.00E+02,9.98E-01,9.33E+02,-2.30E-01,12.4,-6.72E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,1.20E+00,11.5,-8.78E-01,7.01E-03,-1.15E-02,5.84E-04,5
2.74E+06,3.00E+02,1.00E+00,9.95E+02,7.31E-01,12.1,-2.10E-01,6.88E-03,-1.15E-02,6.03E-04,5
2.74E+06,3.00E+02,9.98E-01,9.33E+02,-2.30E-01,12.4,-6.72E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,-6.71E-01,11.5,-4.40E-01,6.68E-03,-1.15E-02,5.15E-04,5
2.74E+06,3.00E+02,1.00E+00,9.92E+02,1.27E-01,12.5,-2.95E-01,6.81E-03,-1.15E-02,5.75E-04,5
2.74E+06,3.00E+02,9.96E-01,8.83E+02,-3.57E-02,12.6,-6.94E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.74E+06,3.00E+02,9.96E-01,8.83E+02,-3.57E-02,12.6,-6.94E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.74E+06,3.00E+02,9.96E-01,8.86E+02,7.86E-02,12.6,-5.77E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,1.02E+00,11.7,-4.77E-01,6.94E-03,-1.15E-02,6.04E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,3.26E-01,12.3,-1.43E-01,6.84E-03,-1.15E-02,6.05E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,-5.74E-01,11.9,-5.37E-01,6.72E-03,-1.15E-02,5.24E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,8.72E-01,11.8,-2.86E-01,6.91E-03,-1.15E-02,6.10E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,1.14E+00,11.6,-7.12E-01,6.98E-03,-1.15E-02,5.92E-04,5
2.74E+06,3.00E+02,9.93E-01,8.28E+02,6.50E-01,12.8,-1.39E+00,6.83E-03,-1.15E-02,4.64E-04,5
2.74E+06,3.00E+02,9.95E-01,8.60E+02,9.07E-01,12.7,-1.29E+00,6.85E-03,-1.15E-02,4.70E-04,5
2.74E+06,3.00E+02,9.89E-01,7.56E+02,1.36E+00,13.6,-1.64E+00,6.95E-03,-1.15E-02,3.98E-04,5
2.74E+06,3.00E+02,9.87E-01,7.15E+02,1.32E+00,13.3,-1.64E+00,6.92E-03,-1.15E-02,4.25E-04,5
2.74E+06,3.00E+02,9.97E-01,9.05E+02,2.05E-01,12.7,-1.21E+00,6.79E-03,-1.15E-02,4.64E-04,5
2.74E+06,3.00E+02,9.97E-01,9.05E+02,2.05E-01,12.7,-1.21E+00,6.79E-03,-1.15E-02,4.64E-04,5
2.74E+06,3.00E+02,9.87E-01,7.15E+02,1.32E+00,13.3,-1.64E+00,6.92E-03,-1.15E-02,4.25E-04,5
2.74E+06,3.00E+02,9.95E-01,8.60E+02,9.07E-01,12.7,-1.29E+00,6.85E-03,-1.15E-02,4.70E-04,5
2.74E+06,3.00E+02,9.93E-01,8.24E+02,1.51E+00,14,-1.55E+00,6.98E-03,-1.15E-02,3.76E-04,5
2.74E+06,3.00E+02,9.95E-01,8.73E+02,3.83E-01,12.8,-1.16E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-2.04E-01,12.1,-9.87E-01,6.75E-03,-1.15E-02,4.46E-04,5
2.74E+06,3.00E+02,9.95E-01,8.73E+02,3.83E-01,12.8,-1.16E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,-5.89E-01,11.4,-5.42E-01,6.68E-03,-1.15E-02,4.80E-04,5
2.74E+06,3.00E+02,9.88E-01,7.34E+02,1.19E+00,13.1,-1.62E+00,6.91E-03,-1.15E-02,4.34E-04,5
2.74E+06,3.00E+02,9.90E-01,7.65E+02,1.24E+00,12.9,-1.44E+00,6.90E-03,-1.15E-02,4.54E-04,5
2.74E+06,3.00E+02,9.90E-01,7.65E+02,1.24E+00,12.9,-1.44E+00,6.90E-03,-1.15E-02,4.54E-04,5
2.74E+06,3.00E+02,9.93E-01,8.19E+02,1.02E+00,12.7,-1.46E+00,6.87E-03,-1.15E-02,4.54E-04,5
2.74E+06,3.00E+02,9.93E-01,8.21E+02,1.18E+00,12.7,-1.35E+00,6.89E-03,-1.15E-02,4.62E-04,5
2.74E+06,3.00E+02,9.93E-01,8.21E+02,1.18E+00,12.7,-1.35E+00,6.89E-03,-1.15E-02,4.62E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-4.94E-01,11.7,-7.73E-01,6.71E-03,-1.15E-02,4.60E-04,5
2.74E+06,3.00E+02,9.94E-01,8.36E+02,1.70E+00,12.7,-1.15E+00,7.09E-03,-1.15E-02,4.56E-04,5
2.74E+06,3.00E+02,9.92E-01,7.95E+02,1.69E+00,14,-1.35E+00,7.02E-03,-1.15E-02,3.70E-04,5
2.74E+06,3.00E+02,9.94E-01,8.36E+02,1.70E+00,12.7,-1.15E+00,7.09E-03,-1.15E-02,4.56E-04,5
2.74E+06,3.00E+02,9.95E-01,8.59E+02,1.81E+00,13.5,-1.23E+00,7.05E-03,-1.15E-02,4.03E-04,5
2.74E+06,3.00E+02,9.96E-01,8.83E+02,1.82E+00,13.2,-1.18E+00,7.06E-03,-1.15E-02,4.20E-04,5
2.74E+06,3.00E+02,9.98E-01,9.34E+02,1.32E+00,11.6,-1.10E+00,7.05E-03,-1.15E-02,5.52E-04,5
2.74E+06,3.00E+02,9.95E-01,8.75E+02,1.36E+00,11.8,-1.19E+00,7.06E-03,-1.15E-02,5.32E-04,5
2.74E+06,3.00E+02,9.94E-01,8.35E+02,1.47E+00,12.2,-1.22E+00,7.08E-03,-1.15E-02,5.02E-04,5
2.75E+06,3.00E+02,9.91E-01,7.93E+02,-7.62E-01,11.5,-1.44E-01,6.43E-03,-1.15E-02,7.93E-04,5
2.74E+06,3.00E+02,9.94E-01,8.39E+02,-3.42E-01,10.9,-1.79E+00,6.44E-03,-1.15E-02,8.13E-04,5
2.74E+06,3.00E+02,9.99E-01,9.58E+02,-1.39E-02,10.7,2.19E-01,6.86E-03,-1.15E-02,8.63E-04,5
2.74E+06,3.00E+02,9.99E-01,9.73E+02,1.12E-01,10.9,7.77E-02,6.86E-03,-1.15E-02,8.82E-04,5
2.74E+06,3.00E+02,9.95E-01,8.78E+02,1.46E-01,11.1,4.04E-02,6.85E-03,-1.15E-02,8.97E-04,5
2.74E+06,3.00E+02,9.98E-01,9.37E+02,-6.02E-01,10.8,1.52E-01,6.51E-03,-1.15E-02,6.12E-04,5
2.74E+06,3.00E+02,9.96E-01,8.89E+02,-7.47E-01,11,2.53E-01,6.63E-03,-1.15E-02,6.58E-04,5
2.74E+06,3.00E+02,9.92E-01,8.00E+02,-6.93E-01,10.9,2.62E-01,6.62E-03,-1.15E-02,6.75E-04,5
2.74E+06,3.00E+02,9.90E-01,7.68E+02,-6.06E-01,10.8,2.10E-01,6.60E-03,-1.15E-02,6.74E-04,5
2.74E+06,3.00E+02,9.59E-01,4.43E+02,-4.13E-02,12.5,-6.39E-02,6.42E-03,-1.15E-02,7.02E-04,5
2.74E+06,3.00E+02,9.75E-01,5.70E+02,-8.75E-02,12.5,-1.65E-01,6.43E-03,-1.15E-02,7.22E-04,5
2.74E+06,3.00E+02,9.92E-01,8.10E+02,-4.42E-01,13,-1.39E-01,6.41E-03,-1.15E-02,7.37E-04,5
2.74E+06,3.00E+02,9.74E-01,5.57E+02,-1.24E+00,12.7,-2.00E-01,6.49E-03,-1.15E-02,7.92E-04,5
2.74E+06,3.00E+02,9.83E-01,6.53E+02,-1.08E+00,12.7,-6.71E-01,6.51E-03,-1.15E-02,8.08E-04,5
2.74E+06,3.00E+02,9.50E-01,3.97E+02,-1.24E+00,12.6,-2.22E-01,6.53E-03,-1.15E-02,8.03E-04,5
2.74E+06,3.00E+02,1.00E+00,9.90E+02,6.66E-01,10.7,-2.99E-01,7.05E-03,-1.15E-02,7.43E-04,5
2.74E+06,3.00E+02,9.09E-01,2.64E+02,5.23E-01,10.8,1.45E-01,6.87E-03,-1.15E-02,9.51E-04,5
2.74E+06,3.00E+02,9.10E-01,2.68E+02,1.11E+00,9.87,-8.17E-01,6.86E-03,-1.15E-02,9.70E-04,5
2.74E+06,3.00E+02,9.98E-01,9.37E+02,-5.64E-01,11,4.16E-01,6.75E-03,-1.15E-02,7.50E-04,5
2.74E+06,3.00E+02,9.93E-01,8.14E+02,-5.54E-01,10.9,4.30E-01,6.74E-03,-1.15E-02,7.70E-04,5
2.74E+06,3.00E+02,9.77E-01,5.90E+02,7.40E-02,11,4.26E-01,6.79E-03,-1.15E-02,9.01E-04,5
2.74E+06,3.00E+02,9.50E-01,3.98E+02,3.86E-01,11.1,5.01E-01,6.77E-03,-1.15E-02,9.09E-04,5
2.74E+06,3.00E+02,1.00E+00,9.93E+02,-4.11E-01,12.3,-2.64E-01,6.75E-03,-1.15E-02,5.62E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,-4.32E-01,12.2,-4.45E-01,6.75E-03,-1.15E-02,5.42E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,7.84E-01,11,-2.57E-01,7.01E-03,-1.15E-02,6.91E-04,5
2.74E+06,3.00E+02,9.26E-01,3.08E+02,3.52E-02,10.7,6.91E-01,6.72E-03,-1.15E-02,8.42E-04,5
2.74E+06,3.00E+02,9.04E-01,2.56E+02,6.70E-02,10.8,6.71E-01,6.70E-03,-1.15E-02,8.32E-04,5
2.74E+06,3.00E+02,8.58E-01,1.88E+02,6.92E-02,11,5.93E-01,6.68E-03,-1.15E-02,8.43E-04,5
2.74E+06,3.00E+02,8.25E-01,1.58E+02,4.13E-02,11.1,5.14E-01,6.66E-03,-1.15E-02,8.32E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,7.35E-01,10.9,-3.22E-01,7.03E-03,-1.15E-02,7.07E-04,5
2.74E+06,3.00E+02,1.00E+00,9.94E+02,6.61E-01,10.9,-2.34E-01,7.03E-03,-1.15E-02,7.27E-04,5
2.74E+06,3.00E+02,9.98E-01,9.46E+02,-4.99E-01,11.5,4.75E-01,6.77E-03,-1.15E-02,6.92E-04,5
2.74E+06,3.00E+02,9.98E-01,9.43E+02,-5.68E-01,11.5,3.98E-01,6.76E-03,-1.15E-02,6.73E-04,5
2.74E+06,3.00E+02,9.99E-01,9.66E+02,-4.52E-01,11.7,3.56E-01,6.77E-03,-1.15E-02,6.56E-04,5
2.74E+06,3.00E+02,9.99E-01,9.67E+02,-1.48E+00,12.2,-2.36E-01,6.56E-03,-1.15E-02,8.58E-04,5
2.74E+06,3.00E+02,9.93E-01,8.20E+02,-1.37E+00,12.9,-2.99E-01,6.54E-03,-1.15E-02,8.32E-04,5
2.74E+06,3.00E+02,9.64E-01,4.74E+02,-1.06E+00,12.5,-5.65E-01,6.54E-03,-1.15E-02,8.14E-04,5
2.74E+06,3.00E+02,7.15E-01,1.04E+02,2.19E-01,6.94,-8.93E-01,6.58E-03,-1.15E-02,8.86E-04,5
2.74E+06,3.00E+02,9.88E-01,7.34E+02,-6.42E-01,11.4,-4.54E-01,6.58E-03,-1.15E-02,8.69E-04,5
2.74E+06,3.00E+02,9.67E-01,4.99E+02,1.66E-01,12.5,-6.77E-01,6.45E-03,-1.15E-02,7.47E-04,5
2.74E+06,3.00E+02,9.47E-01,3.84E+02,-4.25E-01,12.4,-8.85E-01,6.47E-03,-1.15E-02,7.58E-04,5
2.74E+06,3.00E+02,9.99E-01,9.79E+02,2.68E-01,10.9,2.92E-01,6.93E-03,-1.15E-02,8.06E-04,5
2.74E+06,3.00E+02,1.00E+00,9.87E+02,3.13E-01,10.9,2.83E-01,6.94E-03,-1.15E-02,7.87E-04,5
2.74E+06,3.00E+02,9.93E-01,8.19E+02,-6.34E-01,10.8,1.05E-01,6.59E-03,-1.15E-02,6.54E-04,5
2.74E+06,3.00E+02,9.94E-01,8.44E+02,-6.03E-01,10.8,3.80E-02,6.56E-03,-1.15E-02,6.54E-04,5
2.74E+06,3.00E+02,8.26E-01,1.59E+02,-1.99E-01,11,4.39E-01,6.62E-03,-1.15E-02,8.11E-04,5
2.74E+06,3.00E+02,8.69E-01,2.01E+02,-2.28E-01,11.5,3.20E-01,6.62E-03,-1.15E-02,8.31E-04,5
2.74E+06,3.00E+02,9.97E-01,9.16E+02,-6.42E-01,11.4,4.02E-01,6.73E-03,-1.15E-02,6.72E-04,5
2.74E+06,3.00E+02,9.96E-01,8.83E+02,-7.04E-01,11.2,4.25E-01,6.72E-03,-1.15E-02,6.92E-04,5
2.74E+06,3.00E+02,9.94E-01,8.48E+02,3.34E-01,10.8,4.19E-03,7.01E-03,-1.15E-02,8.41E-04,5
2.74E+06,3.00E+02,9.97E-01,9.09E+02,3.89E-01,10.8,1.34E-01,6.98E-03,-1.15E-02,8.16E-04,5
2.74E+06,3.00E+02,8.87E-01,2.26E+02,-3.06E-01,10.8,5.32E-01,6.63E-03,-1.15E-02,7.69E-04,5
2.74E+06,3.00E+02,9.27E-01,3.11E+02,-5.23E-01,10.8,5.05E-01,6.62E-03,-1.15E-02,7.50E-04,5
2.74E+06,3.00E+02,9.78E-01,6.03E+02,1.41E-02,11.1,4.23E-01,6.52E-03,-1.15E-02,6.92E-04,5
2.74E+06,3.00E+02,9.93E-01,8.22E+02,-1.53E-01,11,2.51E-01,6.53E-03,-1.15E-02,6.73E-04,5
2.74E+06,3.00E+02,9.98E-01,9.52E+02,5.43E-01,10.7,-2.44E-01,7.05E-03,-1.15E-02,7.66E-04,5
2.74E+06,3.00E+02,1.00E+00,9.83E+02,2.06E-01,10.8,2.49E-01,6.91E-03,-1.15E-02,8.43E-04,5
2.74E+06,3.00E+02,1.00E+00,9.88E+02,1.97E-01,10.9,1.56E-01,6.91E-03,-1.15E-02,8.62E-04,5
2.74E+06,3.00E+02,8.97E-01,2.41E+02,1.52E-01,12,-5.98E-01,6.40E-03,-1.15E-02,6.97E-04,5
2.74E+06,3.00E+02,9.72E-01,5.38E+02,1.36E+00,11.1,-1.87E-01,7.03E-03,-1.15E-02,9.12E-04,5
2.74E+06,3.00E+02,9.71E-01,5.33E+02,1.21E+00,11.1,-1.73E-01,7.05E-03,-1.15E-02,9.13E-04,5
2.74E+06,3.00E+02,8.79E-01,2.13E+02,4.28E-01,9.07,-1.21E+00,6.92E-03,-1.15E-02,9.71E-04,5
2.74E+06,3.00E+02,8.94E-01,2.36E+02,1.33E+00,7.46,1.59E+00,6.94E-03,-1.15E-02,9.87E-04,5
2.74E+06,3.00E+02,9.99E-01,9.78E+02,-7.38E-01,11.4,-1.36E-02,6.68E-03,-1.15E-02,5.79E-04,5
2.74E+06,3.00E+02,9.99E-01,9.76E+02,-7.21E-01,11.6,-6.66E-03,6.70E-03,-1.15E-02,5.86E-04,5
2.74E+06,3.00E+02,1.00E+00,9.95E+02,1.51E-01,10.9,3.48E-01,6.90E-03,-1.15E-02,8.06E-04,5
2.74E+06,3.00E+02,1.00E+00,9.94E+02,9.56E-02,11,3.78E-01,6.89E-03,-1.15E-02,7.87E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,5.08E-01,11.4,1.19E-01,6.92E-03,-1.15E-02,6.88E-04,5
2.74E+06,3.00E+02,1.00E+00,9.97E+02,6.40E-01,11.4,-1.98E-02,6.93E-03,-1.15E-02,6.73E-04,5
2.74E+06,3.00E+02,9.16E-01,2.80E+02,4.62E-02,11.6,3.39E-01,6.53E-03,-1.15E-02,7.49E-04,5
2.74E+06,3.00E+02,9.15E-01,2.79E+02,-1.11E-01,11.2,4.19E-01,6.56E-03,-1.15E-02,7.48E-04,5
2.74E+06,3.00E+02,9.96E-01,8.99E+02,-6.26E-01,10.8,6.26E-02,6.53E-03,-1.15E-02,6.18E-04,5
2.74E+06,3.00E+02,9.97E-01,9.17E+02,-5.44E-01,10.8,9.88E-02,6.53E-03,-1.15E-02,6.37E-04,5
2.74E+06,3.00E+02,1.00E+00,9.98E+02,-1.80E-01,10.9,3.78E-01,6.85E-03,-1.15E-02,8.04E-04,5
2.74E+06,3.00E+02,1.00E+00,9.96E+02,-1.16E-01,10.8,4.02E-01,6.85E-03,-1.15E-02,8.22E-04,5
2.74E+06,3.00E+02,9.34E-01,3.33E+02,-6.19E-01,11.1,-1.47E+00,6.75E-03,-1.15E-02,9.44E-04,5
2.74E+06,3.00E+02,9.44E-01,3.71E+02,9.77E-01,12.1,2.66E-01,6.73E-03,-1.15E-02,9.35E-04,5
