pressure,temperature,mass-fraction-water,density,x-velocity,y-velocity,z-velocity,x,y,z,Cell Type
2.97E+06,3.01E+02,9.20E-01,3.08E+02,2.37E-01,14.1,-1.54E+00,6.83E-03,-1.15E-02,5.50E-04,5
2.97E+06,3.00E+02,9.91E-01,8.01E+02,-7.66E-01,14.5,-3.71E-01,6.95E-03,-1.15E-02,4.66E-04,5
2.97E+06,3.00E+02,9.85E-01,7.07E+02,-1.03E+00,14.8,5.40E-01,6.75E-03,-1.15E-02,4.66E-04,5
2.97E+06,3.00E+02,9.14E-01,2.93E+02,-1.00E+00,13.8,-1.65E+00,6.91E-03,-1.15E-02,5.55E-04,5
2.97E+06,3.00E+02,9.96E-01,8.99E+02,-1.01E+00,15.2,1.79E+00,6.69E-03,-1.15E-02,4.95E-04,5
2.97E+06,3.00E+02,9.99E-01,9.84E+02,-7.56E-01,14.5,1.10E+00,6.99E-03,-1.15E-02,3.93E-04,5
2.97E+06,3.00E+02,9.52E-01,4.27E+02,-2.43E-01,15.7,-8.82E-02,6.76E-03,-1.15E-02,5.07E-04,5
2.97E+06,3.00E+02,9.16E-01,2.99E+02,-9.50E-01,14.4,-1.23E+00,6.93E-03,-1.15E-02,5.11E-04,5
2.97E+06,3.00E+02,9.21E-01,3.11E+02,-7.89E-01,14.6,-1.82E-01,6.77E-03,-1.15E-02,4.76E-04,5
2.97E+06,3.00E+02,9.15E-01,2.95E+02,-1.16E+00,14.3,-1.22E+00,6.93E-03,-1.15E-02,5.49E-04,5
2.97E+06,3.00E+02,9.97E-01,9.15E+02,-8.93E-01,15.2,1.41E+00,6.71E-03,-1.15E-02,4.93E-04,5
2.97E+06,3.00E+02,1.00E+00,9.90E+02,-4.41E-01,14.5,6.94E-01,7.02E-03,-1.15E-02,4.97E-04,5
2.97E+06,3.00E+02,9.94E-01,8.46E+02,-8.87E-01,14.4,-6.03E-01,6.94E-03,-1.15E-02,4.38E-04,5
2.97E+06,3.00E+02,9.84E-01,6.84E+02,-9.01E-01,14.4,-3.44E-01,6.97E-03,-1.15E-02,4.97E-04,5
2.97E+06,3.00E+02,9.52E-01,4.26E+02,-6.42E-01,13.3,-1.90E+00,6.87E-03,-1.15E-02,4.88E-04,5
2.97E+06,3.01E+02,9.19E-01,3.06E+02,1.47E-01,14.4,-1.60E+00,6.83E-03,-1.15E-02,5.70E-04,5
2.97E+06,3.00E+02,9.22E-01,3.13E+02,-1.37E+00,14.1,-9.88E-01,6.95E-03,-1.15E-02,5.68E-04,5
2.97E+06,3.00E+02,9.96E-01,8.88E+02,-3.42E-01,14.6,1.23E+00,7.06E-03,-1.15E-02,4.39E-04,5
2.97E+06,3.00E+02,9.98E-01,9.46E+02,-9.00E-01,14.6,1.38E+00,7.02E-03,-1.15E-02,3.90E-04,5
2.97E+06,3.00E+02,1.00E+00,9.95E+02,-7.87E-01,14.5,9.23E-01,6.99E-03,-1.15E-02,4.13E-04,5
2.97E+06,3.00E+02,1.00E+00,9.98E+02,-5.66E-01,14.5,6.45E-01,7.00E-03,-1.15E-02,4.72E-04,5
2.97E+06,3.00E+02,1.00E+00,9.98E+02,-7.19E-01,14.5,1.97E-01,6.99E-03,-1.15E-02,4.91E-04,5
2.96E+06,3.00E+02,9.97E-01,9.21E+02,-5.99E-02,14.5,1.05E+00,7.07E-03,-1.15E-02,4.57E-04,5
2.97E+06,3.00E+02,9.07E-01,2.76E+02,-2.75E-01,13.9,-1.07E+00,6.81E-03,-1.15E-02,5.00E-04,5
2.97E+06,3.00E+02,9.30E-01,3.39E+02,-3.75E-01,15,-3.88E-01,6.77E-03,-1.15E-02,4.95E-04,5
2.97E+06,3.01E+02,9.53E-01,4.31E+02,1.24E-01,13.5,-1.79E+00,6.84E-03,-1.15E-02,5.82E-04,5
2.97E+06,3.00E+02,9.76E-01,6.01E+02,-8.97E-01,14.4,-8.83E-01,6.94E-03,-1.15E-02,4.56E-04,5
2.97E+06,3.00E+02,1.00E+00,9.98E+02,-7.87E-01,14.4,-1.69E-02,6.96E-03,-1.15E-02,4.34E-04,5
2.97E+06,3.00E+02,9.25E-01,3.23E+02,-7.54E-01,13.8,-1.86E+00,6.89E-03,-1.15E-02,4.81E-04,5
2.97E+06,3.00E+02,9.99E-01,9.82E+02,2.25E-02,14.4,8.32E-01,7.06E-03,-1.15E-02,4.94E-04,5
2.97E+06,3.00E+02,9.59E-01,4.67E+02,-8.80E-01,14.3,-3.24E-01,6.98E-03,-1.15E-02,5.33E-04,5
2.97E+06,3.00E+02,9.49E-01,4.12E+02,-9.44E-01,14.4,-5.14E-01,6.96E-03,-1.15E-02,5.21E-04,5
2.97E+06,3.01E+02,9.05E-01,2.73E+02,1.00E-01,14.8,-1.19E+00,6.82E-03,-1.15E-02,5.36E-04,5
2.97E+06,3.00E+02,9.98E-01,9.39E+02,-6.52E-01,14.6,1.38E+00,7.03E-03,-1.15E-02,4.07E-04,5
2.97E+06,3.00E+02,9.27E-01,3.29E+02,-8.58E-01,14.4,-1.34E+00,6.92E-03,-1.15E-02,4.81E-04,5
2.97E+06,3.00E+02,9.95E-01,8.79E+02,-5.03E-01,15.4,8.08E-01,6.72E-03,-1.15E-02,5.08E-04,5
2.97E+06,3.00E+02,9.25E-01,3.22E+02,-7.47E-01,13.9,-1.84E+00,6.90E-03,-1.15E-02,5.09E-04,5
2.97E+06,3.00E+02,9.25E-01,3.22E+02,-8.66E-01,13.6,-1.63E+00,6.90E-03,-1.15E-02,5.77E-04,5
2.97E+06,3.00E+02,9.14E-01,2.93E+02,-1.27E+00,13.8,-1.30E+00,6.92E-03,-1.15E-02,5.90E-04,5
2.97E+06,3.00E+02,9.16E-01,2.99E+02,-1.07E+00,14.5,-1.13E+00,6.94E-03,-1.15E-02,5.27E-04,5
2.97E+06,3.00E+02,9.36E-01,3.58E+02,-9.07E-01,14.5,-9.96E-01,6.93E-03,-1.15E-02,4.92E-04,5
2.97E+06,3.00E+02,9.95E-01,8.75E+02,-8.94E-01,15,7.89E-01,6.74E-03,-1.15E-02,4.79E-04,5
2.97E+06,3.00E+02,9.98E-01,9.39E+02,-1.14E+00,15.1,1.43E+00,6.72E-03,-1.15E-02,4.75E-04,5
2.97E+06,3.01E+02,9.33E-01,3.47E+02,3.88E-01,16,-8.73E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.97E+06,3.00E+02,9.67E-01,5.19E+02,3.84E-01,16.3,-3.85E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.97E+06,3.00E+02,9.55E-01,4.40E+02,-9.45E-01,13.7,-1.97E-01,7.01E-03,-1.15E-02,5.84E-04,5
2.97E+06,3.01E+02,9.57E-01,4.55E+02,-5.20E-01,13,-1.68E+00,6.88E-03,-1.15E-02,6.03E-04,5
2.97E+06,3.00E+02,9.67E-01,5.19E+02,3.84E-01,16.3,-3.85E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.97E+06,3.00E+02,9.94E-01,8.63E+02,-7.02E-01,15.2,1.78E+00,6.68E-03,-1.15E-02,5.15E-04,5
2.97E+06,3.01E+02,9.02E-01,2.67E+02,4.48E-01,15.9,-8.69E-01,6.81E-03,-1.15E-02,5.75E-04,5
2.97E+06,3.00E+02,9.36E-01,3.56E+02,3.70E-01,15.9,-7.82E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.97E+06,3.00E+02,9.36E-01,3.56E+02,3.70E-01,15.9,-7.82E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.97E+06,3.01E+02,9.33E-01,3.47E+02,3.88E-01,16,-8.73E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.97E+06,3.00E+02,9.07E-01,2.76E+02,-1.56E+00,13.8,-9.22E-01,6.94E-03,-1.15E-02,6.04E-04,5
2.97E+06,3.01E+02,9.58E-01,4.61E+02,4.54E-02,13.5,-1.84E+00,6.84E-03,-1.15E-02,6.05E-04,5
2.97E+06,3.00E+02,9.97E-01,9.12E+02,-1.76E-01,15.5,8.14E-01,6.72E-03,-1.15E-02,5.24E-04,5
2.97E+06,3.00E+02,9.16E-01,2.98E+02,-1.22E+00,13.6,-1.22E+00,6.91E-03,-1.15E-02,6.10E-04,5
2.97E+06,3.00E+02,9.26E-01,3.26E+02,-1.44E+00,13.8,-5.95E-01,6.98E-03,-1.15E-02,5.92E-04,5
2.97E+06,3.00E+02,9.28E-01,3.31E+02,-8.87E-01,13.3,-1.20E+00,6.83E-03,-1.15E-02,4.64E-04,5
2.97E+06,3.00E+02,9.51E-01,4.20E+02,-8.02E-01,13.2,-1.74E+00,6.85E-03,-1.15E-02,4.70E-04,5
2.97E+06,3.00E+02,1.00E+00,9.98E+02,-7.28E-01,14.3,2.37E-02,6.95E-03,-1.15E-02,3.98E-04,5
2.97E+06,3.00E+02,9.92E-01,8.22E+02,-8.01E-01,14.3,-8.58E-01,6.92E-03,-1.15E-02,4.25E-04,5
2.97E+06,3.00E+02,9.03E-01,2.69E+02,-9.36E-01,14.1,-3.58E-01,6.79E-03,-1.15E-02,4.64E-04,5
2.97E+06,3.00E+02,9.03E-01,2.69E+02,-9.36E-01,14.1,-3.58E-01,6.79E-03,-1.15E-02,4.64E-04,5
2.97E+06,3.00E+02,9.92E-01,8.22E+02,-8.01E-01,14.3,-8.58E-01,6.92E-03,-1.15E-02,4.25E-04,5
2.97E+06,3.00E+02,9.51E-01,4.20E+02,-8.02E-01,13.2,-1.74E+00,6.85E-03,-1.15E-02,4.70E-04,5
2.97E+06,3.00E+02,1.00E+00,9.87E+02,-7.30E-01,14.4,8.75E-01,6.98E-03,-1.15E-02,3.76E-04,5
2.97E+06,3.00E+02,8.96E-01,2.56E+02,-7.25E-01,13.7,-1.01E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.97E+06,3.00E+02,9.89E-01,7.66E+02,-1.30E+00,14.6,6.98E-01,6.75E-03,-1.15E-02,4.46E-04,5
2.97E+06,3.00E+02,8.96E-01,2.56E+02,-7.25E-01,13.7,-1.01E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.97E+06,3.00E+02,9.99E-01,9.63E+02,-1.36E+00,15.2,2.09E+00,6.68E-03,-1.15E-02,4.80E-04,5
2.97E+06,3.00E+02,9.72E-01,5.64E+02,-7.82E-01,14.1,-1.31E+00,6.91E-03,-1.15E-02,4.34E-04,5
2.97E+06,3.00E+02,9.55E-01,4.44E+02,-7.79E-01,14.1,-1.41E+00,6.90E-03,-1.15E-02,4.54E-04,5
2.97E+06,3.00E+02,9.55E-01,4.44E+02,-7.79E-01,14.1,-1.41E+00,6.90E-03,-1.15E-02,4.54E-04,5
2.97E+06,3.00E+02,9.48E-01,4.05E+02,-9.02E-01,13.5,-1.58E+00,6.87E-03,-1.15E-02,4.54E-04,5
2.97E+06,3.00E+02,9.46E-01,3.99E+02,-7.50E-01,13.8,-1.68E+00,6.89E-03,-1.15E-02,4.62E-04,5
2.97E+06,3.00E+02,9.46E-01,3.99E+02,-7.50E-01,13.8,-1.68E+00,6.89E-03,-1.15E-02,4.62E-04,5
2.97E+06,3.00E+02,9.99E-01,9.67E+02,-1.44E+00,15,1.73E+00,6.71E-03,-1.15E-02,4.60E-04,5
2.96E+06,3.00E+02,9.88E-01,7.52E+02,5.42E-02,14.2,8.56E-01,7.09E-03,-1.15E-02,4.56E-04,5
2.97E+06,3.00E+02,9.98E-01,9.50E+02,-1.08E+00,14.5,1.36E+00,7.02E-03,-1.15E-02,3.70E-04,5
2.96E+06,3.00E+02,9.88E-01,7.52E+02,5.42E-02,14.2,8.56E-01,7.09E-03,-1.15E-02,4.56E-04,5
2.97E+06,3.00E+02,9.98E-01,9.37E+02,-7.31E-01,14.5,1.43E+00,7.05E-03,-1.15E-02,4.03E-04,5
2.96E+06,3.00E+02,9.97E-01,9.14E+02,-4.03E-01,14.5,1.26E+00,7.06E-03,-1.15E-02,4.20E-04,5
2.97E+06,3.00E+02,9.90E-01,7.86E+02,-2.09E-01,14.2,3.75E-01,7.05E-03,-1.15E-02,5.52E-04,5
2.97E+06,3.00E+02,9.99E-01,9.70E+02,9.78E-02,14.3,5.55E-01,7.06E-03,-1.15E-02,5.32E-04,5
2.97E+06,3.00E+02,9.98E-01,9.38E+02,2.56E-01,14.2,6.34E-01,7.08E-03,-1.15E-02,5.02E-04,5
2.97E+06,3.01E+02,8.44E-01,1.86E+02,3.72E+00,15.3,2.77E+00,6.43E-03,-1.15E-02,7.93E-04,5
2.97E+06,3.01E+02,8.74E-01,2.20E+02,3.19E+00,13.5,2.89E+00,6.44E-03,-1.15E-02,8.13E-04,5
2.97E+06,3.01E+02,9.05E-01,2.72E+02,-2.62E+00,14.6,-5.14E-01,6.86E-03,-1.15E-02,8.63E-04,5
2.97E+06,3.01E+02,9.15E-01,2.95E+02,-2.49E+00,13.8,-5.04E-01,6.86E-03,-1.15E-02,8.82E-04,5
2.97E+06,3.01E+02,9.26E-01,3.24E+02,-2.29E+00,13.1,-3.08E-01,6.85E-03,-1.15E-02,8.97E-04,5
2.97E+06,3.01E+02,7.48E-01,1.24E+02,4.48E-01,24,-6.86E-01,6.51E-03,-1.15E-02,6.12E-04,5
2.97E+06,3.01E+02,8.71E-01,2.17E+02,1.17E-01,16.7,1.26E-01,6.63E-03,-1.15E-02,6.58E-04,5
2.97E+06,3.01E+02,8.69E-01,2.14E+02,-3.45E-01,16.3,-5.04E-01,6.62E-03,-1.15E-02,6.75E-04,5
2.97E+06,3.01E+02,8.83E-01,2.33E+02,-4.24E-01,16.9,-7.86E-01,6.60E-03,-1.15E-02,6.74E-04,5
2.97E+06,3.01E+02,8.48E-01,1.90E+02,1.47E+00,19.9,3.25E+00,6.42E-03,-1.15E-02,7.02E-04,5
2.97E+06,3.01E+02,8.57E-01,1.99E+02,1.39E+00,19.6,3.16E+00,6.43E-03,-1.15E-02,7.22E-04,5
2.97E+06,3.01E+02,8.34E-01,1.77E+02,2.23E+00,19,3.70E+00,6.41E-03,-1.15E-02,7.37E-04,5
2.97E+06,3.01E+02,8.30E-01,1.73E+02,3.73E+00,17.4,1.65E+00,6.49E-03,-1.15E-02,7.92E-04,5
2.97E+06,3.01E+02,8.54E-01,1.96E+02,3.77E+00,16.3,1.06E+00,6.51E-03,-1.15E-02,8.08E-04,5
2.97E+06,3.01E+02,8.68E-01,2.12E+02,3.25E+00,15.9,7.10E-02,6.53E-03,-1.15E-02,8.03E-04,5
2.97E+06,3.00E+02,9.19E-01,3.05E+02,-1.02E+00,13.4,-4.58E-01,7.05E-03,-1.15E-02,7.43E-04,5
2.97E+06,3.01E+02,9.34E-01,3.49E+02,-1.19E+00,10.3,5.38E-01,6.87E-03,-1.15E-02,9.51E-04,5
2.97E+06,3.01E+02,9.27E-01,3.28E+02,-1.36E+00,9.48,-8.97E-01,6.86E-03,-1.15E-02,9.70E-04,5
2.97E+06,3.01E+02,8.86E-01,2.38E+02,-4.27E-01,14.5,-1.95E+00,6.75E-03,-1.15E-02,7.50E-04,5
2.97E+06,3.01E+02,8.89E-01,2.42E+02,-7.43E-01,14.4,-1.89E+00,6.74E-03,-1.15E-02,7.70E-04,5
2.97E+06,3.01E+02,8.72E-01,2.17E+02,-2.00E+00,14,5.17E-02,6.79E-03,-1.15E-02,9.01E-04,5
2.97E+06,3.01E+02,8.61E-01,2.04E+02,-1.60E+00,14.2,2.30E-01,6.77E-03,-1.15E-02,9.09E-04,5
2.97E+06,3.01E+02,9.63E-01,4.88E+02,1.06E+00,16.8,-5.41E-01,6.75E-03,-1.15E-02,5.62E-04,5
2.97E+06,3.00E+02,9.60E-01,4.72E+02,6.28E-01,16.6,-2.05E-01,6.75E-03,-1.15E-02,5.42E-04,5
2.97E+06,3.00E+02,9.18E-01,3.02E+02,-1.45E+00,13.3,-5.52E-01,7.01E-03,-1.15E-02,6.91E-04,5
2.97E+06,3.01E+02,8.84E-01,2.34E+02,-1.17E+00,14.4,-1.09E+00,6.72E-03,-1.15E-02,8.42E-04,5
2.97E+06,3.01E+02,8.95E-01,2.54E+02,-7.89E-01,14.2,-1.20E+00,6.70E-03,-1.15E-02,8.32E-04,5
2.97E+06,3.01E+02,8.93E-01,2.50E+02,-5.43E-01,13.8,-9.60E-01,6.68E-03,-1.15E-02,8.43E-04,5
2.97E+06,3.01E+02,8.67E-01,2.11E+02,-2.15E-01,13.7,-1.01E+00,6.66E-03,-1.15E-02,8.32E-04,5
2.97E+06,3.00E+02,9.17E-01,3.00E+02,-1.31E+00,13.3,-5.17E-01,7.03E-03,-1.15E-02,7.07E-04,5
2.97E+06,3.00E+02,9.23E-01,3.16E+02,-1.34E+00,13.3,-4.85E-01,7.03E-03,-1.15E-02,7.27E-04,5
2.97E+06,3.01E+02,8.41E-01,1.83E+02,1.01E-01,15.7,-1.78E+00,6.77E-03,-1.15E-02,6.92E-04,5
2.97E+06,3.01E+02,8.43E-01,1.85E+02,9.23E-02,15.9,-1.80E+00,6.76E-03,-1.15E-02,6.73E-04,5
2.97E+06,3.01E+02,8.17E-01,1.63E+02,1.86E-01,16.4,-1.56E+00,6.77E-03,-1.15E-02,6.56E-04,5
2.97E+06,3.01E+02,8.14E-01,1.61E+02,1.84E+00,11.4,-3.62E-01,6.56E-03,-1.15E-02,8.58E-04,5
2.97E+06,3.01E+02,8.51E-01,1.93E+02,3.06E+00,12.4,-3.18E-01,6.54E-03,-1.15E-02,8.32E-04,5
2.97E+06,3.01E+02,8.64E-01,2.07E+02,2.94E+00,14.5,-3.63E-01,6.54E-03,-1.15E-02,8.14E-04,5
2.97E+06,3.01E+02,8.61E-01,2.04E+02,1.34E+00,9.52,6.87E-02,6.58E-03,-1.15E-02,8.86E-04,5
2.97E+06,3.01E+02,8.40E-01,1.82E+02,1.05E+00,11.4,-2.65E-01,6.58E-03,-1.15E-02,8.69E-04,5
2.97E+06,3.01E+02,8.37E-01,1.79E+02,1.51E+00,19.5,2.61E+00,6.45E-03,-1.15E-02,7.47E-04,5
2.97E+06,3.01E+02,8.38E-01,1.80E+02,1.69E+00,18.9,2.17E+00,6.47E-03,-1.15E-02,7.58E-04,5
2.97E+06,3.01E+02,9.84E-01,6.86E+02,-1.98E+00,13.3,-4.90E-01,6.93E-03,-1.15E-02,8.06E-04,5
2.97E+06,3.01E+02,9.76E-01,6.00E+02,-1.92E+00,13.2,-5.41E-01,6.94E-03,-1.15E-02,7.87E-04,5
2.97E+06,3.01E+02,8.76E-01,2.22E+02,-2.36E-01,18.2,-8.16E-01,6.59E-03,-1.15E-02,6.54E-04,5
2.97E+06,3.01E+02,8.13E-01,1.60E+02,-2.52E-01,20.3,-9.86E-01,6.56E-03,-1.15E-02,6.54E-04,5
2.97E+06,3.01E+02,7.88E-01,1.44E+02,6.77E-01,14,-1.48E+00,6.62E-03,-1.15E-02,8.11E-04,5
2.97E+06,3.01E+02,7.94E-01,1.48E+02,6.54E-01,13.5,-1.07E+00,6.62E-03,-1.15E-02,8.31E-04,5
2.97E+06,3.01E+02,8.68E-01,2.12E+02,1.37E-01,15.1,-1.85E+00,6.73E-03,-1.15E-02,6.72E-04,5
2.97E+06,3.01E+02,8.62E-01,2.05E+02,2.03E-01,14.8,-1.84E+00,6.72E-03,-1.15E-02,6.92E-04,5
2.97E+06,3.00E+02,9.66E-01,5.15E+02,-1.67E+00,12.7,-2.19E-01,7.01E-03,-1.15E-02,8.41E-04,5
2.97E+06,3.01E+02,9.69E-01,5.35E+02,-1.78E+00,12.7,-4.07E-01,6.98E-03,-1.15E-02,8.16E-04,5
2.97E+06,3.01E+02,7.78E-01,1.38E+02,2.74E-01,14.7,-1.76E+00,6.63E-03,-1.15E-02,7.69E-04,5
2.97E+06,3.01E+02,7.79E-01,1.39E+02,-2.27E-01,15,-1.70E+00,6.62E-03,-1.15E-02,7.50E-04,5
2.97E+06,3.01E+02,7.78E-01,1.38E+02,-8.10E-01,21.1,-5.05E-01,6.52E-03,-1.15E-02,6.92E-04,5
2.97E+06,3.01E+02,7.63E-01,1.31E+02,-4.98E-01,22.1,-5.87E-01,6.53E-03,-1.15E-02,6.73E-04,5
2.97E+06,3.00E+02,9.30E-01,3.38E+02,-1.23E+00,13.5,-3.97E-01,7.05E-03,-1.15E-02,7.66E-04,5
2.97E+06,3.01E+02,9.86E-01,7.13E+02,-2.19E+00,13.5,-4.41E-01,6.91E-03,-1.15E-02,8.43E-04,5
2.97E+06,3.01E+02,9.76E-01,5.93E+02,-2.24E+00,13.8,-4.34E-01,6.91E-03,-1.15E-02,8.62E-04,5
2.97E+06,3.01E+02,8.21E-01,1.66E+02,1.42E+00,19.6,3.88E+00,6.40E-03,-1.15E-02,6.97E-04,5
2.97E+06,3.01E+02,9.77E-01,6.03E+02,-1.56E+00,12.4,-2.85E-01,7.03E-03,-1.15E-02,9.12E-04,5
2.97E+06,3.01E+02,9.68E-01,5.30E+02,-1.59E+00,12.5,-4.50E-02,7.05E-03,-1.15E-02,9.13E-04,5
2.97E+06,3.01E+02,9.40E-01,3.73E+02,-2.29E+00,8.84,-1.33E-01,6.92E-03,-1.15E-02,9.71E-04,5
2.97E+06,3.01E+02,9.03E-01,2.68E+02,-1.81E-01,6.7,1.48E+00,6.94E-03,-1.15E-02,9.87E-04,5
2.97E+06,3.01E+02,9.36E-01,3.58E+02,-6.02E-02,16.5,7.07E-01,6.68E-03,-1.15E-02,5.79E-04,5
2.97E+06,3.01E+02,9.10E-01,2.83E+02,3.21E-01,16,-3.94E-01,6.70E-03,-1.15E-02,5.86E-04,5
2.97E+06,3.01E+02,9.77E-01,6.08E+02,-2.07E+00,13.8,-4.86E-01,6.90E-03,-1.15E-02,8.06E-04,5
2.97E+06,3.01E+02,9.80E-01,6.39E+02,-2.00E+00,14,-5.32E-01,6.89E-03,-1.15E-02,7.87E-04,5
2.97E+06,3.00E+02,9.22E-01,3.13E+02,-1.64E+00,13.5,-6.91E-01,6.92E-03,-1.15E-02,6.88E-04,5
2.97E+06,3.00E+02,9.11E-01,2.87E+02,-1.72E+00,13.4,-7.28E-01,6.93E-03,-1.15E-02,6.73E-04,5
2.97E+06,3.01E+02,8.48E-01,1.90E+02,-2.94E-02,16.7,-5.44E-01,6.53E-03,-1.15E-02,7.49E-04,5
2.97E+06,3.01E+02,8.39E-01,1.81E+02,-3.26E-01,16,-1.31E+00,6.56E-03,-1.15E-02,7.48E-04,5
2.97E+06,3.01E+02,7.24E-01,1.15E+02,2.39E-01,23.6,-8.83E-01,6.53E-03,-1.15E-02,6.18E-04,5
2.97E+06,3.01E+02,7.23E-01,1.14E+02,-2.72E-02,23.3,-9.04E-01,6.53E-03,-1.15E-02,6.37E-04,5
2.97E+06,3.01E+02,9.03E-01,2.69E+02,-2.15E+00,14.4,-4.30E-01,6.85E-03,-1.15E-02,8.04E-04,5
2.97E+06,3.01E+02,9.12E-01,2.88E+02,-2.36E+00,14.7,-4.42E-01,6.85E-03,-1.15E-02,8.22E-04,5
2.97E+06,3.01E+02,8.61E-01,2.04E+02,-9.47E-01,13.9,-8.37E-02,6.75E-03,-1.15E-02,9.44E-04,5
