pressure,temperature,mass-fraction-water,x-velocity,y-velocity,z-velocity,x,y,z
1.32E+06,2.99E+02,0.182377118,4.31E+00,83.38761632,-6.83E-02,7.29E-03,-1.15E-02,-9.46E-05
1.33E+06,2.99E+02,0.179865632,4.01E+00,83.74926333,4.55E-01,7.26E-03,-1.15E-02,-6.54E-05
1.33E+06,2.99E+02,0.181749995,4.24E+00,83.58611641,4.03E-01,7.25E-03,-1.15E-02,-8.01E-05
1.32E+06,2.99E+02,0.18238455,4.32E+00,83.38157081,-7.95E-02,7.29E-03,-1.15E-02,-9.54E-05
1.33E+06,2.99E+02,0.179924325,4.03E+00,83.75148459,4.54E-01,7.26E-03,-1.15E-02,-6.61E-05
1.33E+06,2.99E+02,0.17975257,4.01E+00,83.85023263,3.04E-01,7.28E-03,-1.15E-02,-6.57E-05
1.33E+06,2.99E+02,0.179742971,4.02E+00,83.85852221,2.98E-01,7.29E-03,-1.15E-02,-6.57E-05
1.33E+06,2.99E+02,0.179818696,4.04E+00,83.84640838,2.92E-01,7.29E-03,-1.15E-02,-6.72E-05
1.33E+06,2.99E+02,0.179723889,3.44E+00,82.93925378,3.59E-01,7.25E-03,-1.15E-02,-5.03E-05
1.33E+06,2.99E+02,0.179696895,3.97E+00,83.80896898,2.98E-01,7.29E-03,-1.15E-02,-6.41E-05
1.33E+06,2.99E+02,0.178732972,3.14E+00,82.89358052,2.59E-01,7.28E-03,-1.15E-02,-3.67E-05
1.33E+06,2.99E+02,0.178675826,3.12E+00,82.89567065,2.58E-01,7.28E-03,-1.15E-02,-3.59E-05
1.33E+06,2.99E+02,0.179742971,4.02E+00,83.85852221,2.98E-01,7.29E-03,-1.15E-02,-6.57E-05
1.33E+06,2.99E+02,0.179867102,3.99E+00,83.70590955,4.49E-01,7.26E-03,-1.15E-02,-6.46E-05
1.33E+06,2.99E+02,0.18123898,3.63E+00,83.21658991,5.73E-01,7.22E-03,-1.15E-02,-6.47E-05
1.33E+06,2.99E+02,0.17979785,3.44E+00,82.95082983,3.66E-01,7.25E-03,-1.15E-02,-5.11E-05
1.33E+06,2.99E+02,0.179723889,3.44E+00,82.93925378,3.59E-01,7.25E-03,-1.15E-02,-5.03E-05
1.33E+06,2.99E+02,0.181766734,4.20E+00,83.55211742,4.05E-01,7.25E-03,-1.15E-02,-7.93E-05
1.33E+06,2.99E+02,0.177480932,2.28E+00,81.71477378,2.76E-01,7.26E-03,-1.15E-02,-1.16E-05
1.33E+06,2.99E+02,0.178625014,3.08E+00,82.82669075,2.56E-01,7.28E-03,-1.15E-02,-3.47E-05
1.33E+06,2.99E+02,0.179188884,2.67E+00,81.89868994,2.63E-01,7.25E-03,-1.15E-02,-2.93E-05
