pressure,temperature,mass-fraction-water,x-velocity,y-velocity,z-velocity,x,y,z
1.35E+06,3.00E+02,0.192337805,-1.11E+00,83.6563643,3.79E+00,7.29E-03,-1.15E-02,-9.46E-05
1.35E+06,3.00E+02,0.193253842,-7.03E-01,86.93784116,4.87E+00,7.25E-03,-1.15E-02,-8.01E-05
1.35E+06,3.00E+02,0.192268206,-1.17E+00,83.48844303,3.69E+00,7.29E-03,-1.15E-02,-9.54E-05
1.35E+06,3.00E+02,0.192262283,-7.47E-01,83.91194627,4.39E+00,7.29E-03,-1.15E-02,-6.57E-05
1.35E+06,3.00E+02,0.192263443,-7.71E-01,83.85005416,4.33E+00,7.29E-03,-1.15E-02,-6.72E-05
1.35E+06,3.00E+02,0.19296047,-7.54E-01,86.80072615,4.95E+00,7.26E-03,-1.15E-02,-6.54E-05
1.35E+06,3.00E+02,0.192306836,-7.33E-01,84.0197355,4.42E+00,7.28E-03,-1.15E-02,-6.57E-05
1.35E+06,3.00E+02,0.192986675,-7.38E-01,86.79896608,4.94E+00,7.26E-03,-1.15E-02,-6.61E-05
1.35E+06,3.00E+02,0.193626503,-8.55E-01,86.21117326,4.94E+00,7.25E-03,-1.15E-02,-5.03E-05
1.35E+06,3.00E+02,0.192795121,-6.27E-01,83.90624371,4.40E+00,7.28E-03,-1.15E-02,-3.67E-05
1.35E+06,3.00E+02,0.192262283,-7.47E-01,83.91194627,4.39E+00,7.29E-03,-1.15E-02,-6.57E-05
1.35E+06,3.00E+02,0.192742809,-6.36E-01,83.81971541,4.36E+00,7.28E-03,-1.15E-02,-3.59E-05
1.35E+06,3.00E+02,0.192305535,-7.52E-01,83.88212573,4.39E+00,7.29E-03,-1.15E-02,-6.41E-05
1.35E+06,3.00E+02,0.19301148,-7.66E-01,86.74964467,4.94E+00,7.26E-03,-1.15E-02,-6.46E-05
1.34E+06,3.00E+02,0.195667734,-3.51E-01,84.93480176,4.54E+00,7.22E-03,-1.15E-02,-6.47E-05
1.35E+06,3.00E+02,0.193385353,-6.79E-01,86.78863567,4.85E+00,7.25E-03,-1.15E-02,-7.93E-05
1.35E+06,3.00E+02,0.193733209,-8.04E-01,86.11128918,4.91E+00,7.25E-03,-1.15E-02,-5.11E-05
1.35E+06,3.00E+02,0.193626503,-8.55E-01,86.21117326,4.94E+00,7.25E-03,-1.15E-02,-5.03E-05
1.35E+06,3.00E+02,0.194386424,-7.70E-01,84.69987404,4.49E+00,7.26E-03,-1.15E-02,-1.16E-05
1.35E+06,3.00E+02,0.192827607,-6.46E-01,83.82949032,4.37E+00,7.28E-03,-1.15E-02,-3.47E-05
1.35E+06,3.00E+02,0.194566543,-9.65E-01,85.50379736,4.82E+00,7.25E-03,-1.15E-02,-2.93E-05
1.35E+06,3.00E+02,0.194550878,-9.69E-01,85.47841143,4.81E+00,7.25E-03,-1.15E-02,-2.84E-05
1.35E+06,3.00E+02,0.194518392,-9.51E-01,85.55516481,4.83E+00,7.25E-03,-1.15E-02,-3.04E-05
1.34E+06,3.00E+02,0.195230679,-8.75E-01,84.56073017,4.57E+00,7.23E-03,-1.15E-02,-2.60E-05
1.35E+06,3.00E+02,0.196475771,-8.97E-01,83.18363921,4.02E+00,7.24E-03,-1.15E-02,1.06E-05
1.35E+06,3.00E+02,0.194594803,-9.57E-01,85.43850166,4.81E+00,7.25E-03,-1.15E-02,-2.91E-05
1.35E+06,3.00E+02,0.196530191,-9.34E-01,83.12880505,3.98E+00,7.24E-03,-1.15E-02,1.27E-05
1.35E+06,3.00E+02,0.196431846,-9.10E-01,83.22354898,4.02E+00,7.24E-03,-1.15E-02,1.14E-05
1.34E+06,3.00E+02,0.195260974,-8.18E-01,84.57750925,4.56E+00,7.23E-03,-1.15E-02,-2.81E-05
1.35E+06,3.00E+02,0.196199845,7.75E-02,55.91696731,1.33E+00,6.55E-03,-1.15E-02,1.44E-04
1.35E+06,3.00E+02,0.196214603,7.10E-02,55.37804873,1.32E+00,6.54E-03,-1.15E-02,1.45E-04
1.35E+06,3.00E+02,0.196366043,-7.80E-02,45.87851634,1.05E+00,6.52E-03,-1.15E-02,1.55E-04
1.35E+06,3.00E+02,0.196065879,2.89E-02,53.43780576,1.28E+00,6.53E-03,-1.15E-02,1.22E-04
1.35E+06,3.00E+02,0.196073678,2.57E-02,53.05511503,1.27E+00,6.53E-03,-1.15E-02,1.22E-04
1.35E+06,3.00E+02,0.196051508,-4.56E-02,46.27867818,1.08E+00,6.52E-03,-1.15E-02,1.16E-04
1.35E+06,3.00E+02,0.196066486,3.08E-02,53.56798839,1.28E+00,6.53E-03,-1.15E-02,1.23E-04
1.35E+06,3.00E+02,0.196059073,-4.70E-02,46.25263296,1.07E+00,6.52E-03,-1.15E-02,1.18E-04
1.35E+06,3.00E+02,0.195960658,1.91E-01,60.46013195,1.49E+00,6.53E-03,-1.15E-02,1.05E-04
1.35E+06,3.00E+02,0.195921171,1.99E-01,61.01246299,1.51E+00,6.54E-03,-1.15E-02,1.06E-04
1.35E+06,3.00E+02,0.19648623,1.66E-01,50.36700638,1.23E+00,6.51E-03,-1.15E-02,7.82E-05
1.35E+06,3.00E+02,0.196048292,3.34E-02,53.86153326,1.29E+00,6.53E-03,-1.15E-02,1.21E-04
1.35E+06,3.00E+02,0.196065608,-4.53E-02,46.53276536,1.08E+00,6.51E-03,-1.15E-02,1.14E-04
1.35E+06,3.00E+02,0.196120786,8.02E-02,56.8763973,1.37E+00,6.55E-03,-1.15E-02,1.44E-04
1.34E+06,3.00E+02,0.195168645,2.36E-01,73.79386877,2.05E+00,6.57E-03,-1.15E-02,1.34E-04
1.35E+06,3.00E+02,0.195860307,1.99E-01,61.67834811,1.53E+00,6.54E-03,-1.15E-02,1.08E-04
1.35E+06,3.00E+02,0.195921171,1.99E-01,61.01246299,1.51E+00,6.54E-03,-1.15E-02,1.06E-04
1.35E+06,3.00E+02,0.195013286,6.12E-01,71.84149114,2.05E+00,6.59E-03,-1.15E-02,1.97E-04
1.34E+06,3.00E+02,0.196012551,4.71E-01,77.83158567,2.25E+00,6.62E-03,-1.15E-02,1.70E-04
1.34E+06,3.00E+02,0.195195593,2.37E-01,78.89606902,2.51E+00,6.59E-03,-1.15E-02,1.53E-04
1.34E+06,3.00E+02,0.195138156,2.32E-01,78.95782684,2.52E+00,6.59E-03,-1.15E-02,1.52E-04
1.35E+06,3.00E+02,0.194967875,6.24E-01,71.53094484,2.04E+00,6.59E-03,-1.15E-02,1.99E-04
1.34E+06,3.00E+02,0.195089294,3.18E-01,72.75870651,2.19E+00,6.58E-03,-1.15E-02,1.77E-04
1.35E+06,3.00E+02,0.194968971,6.14E-01,71.58666848,2.05E+00,6.59E-03,-1.15E-02,1.98E-04
1.34E+06,3.00E+02,0.195151278,2.40E-01,78.64124636,2.51E+00,6.59E-03,-1.15E-02,1.53E-04
1.34E+06,3.00E+02,0.195411487,2.49E-01,61.90698148,1.65E+00,6.56E-03,-1.15E-02,1.83E-04
1.34E+06,3.00E+02,0.195458672,2.31E-01,62.03366159,1.65E+00,6.56E-03,-1.15E-02,1.80E-04
1.34E+06,3.00E+02,0.195438861,2.30E-01,62.60080023,1.69E+00,6.56E-03,-1.15E-02,1.80E-04
1.35E+06,3.00E+02,0.194343361,6.26E-01,58.96264579,1.59E+00,6.55E-03,-1.15E-02,2.27E-04
1.35E+06,3.00E+02,0.194967875,6.24E-01,71.53094484,2.04E+00,6.59E-03,-1.15E-02,1.99E-04
1.35E+06,3.00E+02,0.194369639,6.17E-01,59.6007409,1.61E+00,6.56E-03,-1.15E-02,2.26E-04
1.34E+06,3.00E+02,0.19516881,2.26E-01,74.06101896,2.08E+00,6.57E-03,-1.15E-02,1.35E-04
1.34E+06,3.00E+02,0.195425575,2.33E-01,62.65023051,1.67E+00,6.56E-03,-1.15E-02,1.78E-04
1.34E+06,3.00E+02,0.196920343,2.69E-01,77.09500905,1.95E+00,6.64E-03,-1.15E-02,1.55E-04
1.34E+06,3.00E+02,0.196061855,4.61E-01,77.79431653,2.23E+00,6.62E-03,-1.15E-02,1.70E-04
1.34E+06,3.00E+02,0.196012551,4.71E-01,77.83158567,2.25E+00,6.62E-03,-1.15E-02,1.70E-04
1.34E+06,3.00E+02,0.196475575,6.32E-01,76.32499681,1.80E+00,6.65E-03,-1.15E-02,1.81E-04
1.34E+06,3.00E+02,0.196507217,6.41E-01,76.24949218,1.77E+00,6.65E-03,-1.15E-02,1.81E-04
1.34E+06,3.00E+02,0.196833679,4.73E-01,76.43125499,1.73E+00,6.66E-03,-1.15E-02,1.67E-04
1.34E+06,3.00E+02,0.196834928,4.61E-01,76.46290752,1.74E+00,6.65E-03,-1.15E-02,1.66E-04
1.34E+06,3.00E+02,0.196817266,4.79E-01,76.42467203,1.73E+00,6.65E-03,-1.15E-02,1.68E-04
1.34E+06,3.00E+02,0.197272248,-4.60E-03,75.44166308,1.54E+00,6.67E-03,-1.15E-02,1.39E-04
1.34E+06,3.00E+02,0.196941172,2.64E-01,77.01543174,1.93E+00,6.65E-03,-1.15E-02,1.54E-04
1.34E+06,3.00E+02,0.196920343,2.69E-01,77.09500905,1.95E+00,6.64E-03,-1.15E-02,1.55E-04
1.34E+06,3.00E+02,0.196869081,4.50E-01,76.10672607,1.54E+00,6.67E-03,-1.15E-02,1.65E-04
1.34E+06,3.00E+02,0.19688696,4.32E-01,76.07904578,1.54E+00,6.67E-03,-1.15E-02,1.64E-04
